Crisis ID,Type of Personal Crisis,What,Where,When,How,Severity,Duration
6429,Substance Abuse,substance abuse,"240 Lawrence Knoll, West Jesse, IA 46535",18-01-2023 07:36,drug abuse,high,within 2 hours
6430,Financial Problem,financial problem,"921 Tammy Mountains, South Kellychester, FL 18391",24-11-2022 08:40,bankruptcy,low,within 3 hours
6431,Relationship Issue,relationship issue,"6502 Cheryl Port, Port Jenniferchester, MA 89566",03-06-2020 05:03,divorce,very low,within 5 hours
6432,Health Issue,illness,"640 Powell Avenue, Jeremyville, PA 94090",17-07-2022 09:14,sickness,moderate,within 5 hours
6433,Relationship Issue,breakup,"778 Charles Station Suite 882, West Nathan, WV 68129",19-06-2020 00:56,divorce,moderate,within 4 hours
6434,Relationship Issue,family conflict,"05145 Crawford Harbor Suite 430, Sethfurt, FM 59064",11-02-2020 15:17,relationship issue,high,within 6 hours
6435,Substance Abuse,substance abuse,"447 Clayton Branch Apt. 110, New Kennethland, SD 06318",25-06-2021 07:01,drug abuse,very low,within 5 hours
6436,Health Issue,sickness,"69397 Kelly Mountain, North Brandiland, MA 47813",18-11-2020 21:55,injury,low,within 1 hour
6437,Mental Health Concern,anxiety,"963 Rachel River Apt. 939, Gomezshire, MI 51363",01-06-2021 02:25,stress,low,within 6 hours
6438,Substance Abuse,drug abuse,"422 Rose Knolls, Longfort, MI 92375",11-04-2020 19:37,dependency,moderate,within 3 hours
6439,Relationship Issue,divorce,"37705 Kristi Springs, Jenkinsbury, FL 47945",01-11-2023 05:53,loneliness,very low,within 5 hours
6440,Health Issue,health issue,"83716 Padilla Ville Apt. 502, Colemanville, HI 21942",17-04-2023 21:09,health issue,low,within 5 hours
6441,Mental Health Concern,anxiety,"027 Alexandra Plains, Roberttown, OH 21597",14-05-2021 16:51,trauma,low,within 5 hours
6442,Financial Problem,bankruptcy,"9082 Lang Path Suite 482, Sandraberg, PR 97274",10-08-2022 11:41,money issue,very high,within 4 hours
6443,Mental Health Concern,anxiety,"8979 Foley Forges Suite 193, Smithmouth, CT 37952",09-07-2020 02:20,mental health concern,high,within 5 hours
6444,Financial Problem,poverty,"63742 Robert Row, Lake Jonathanfort, FM 67620",23-10-2020 10:08,bankruptcy,high,within 2 hours
6445,Health Issue,injury,"8819 Theresa Keys, Lake Mary, MT 79778",07-09-2022 04:48,medical condition,moderate,within 5 hours
6446,Health Issue,medical condition,"710 Cohen Lakes, West Clayton, MD 02095",15-02-2023 02:36,injury,high,within 6 hours
6447,Financial Problem,financial problem,"046 Joshua Ridge Suite 934, Jamesview, NC 53628",27-03-2020 07:09,financial problem,moderate,within 4 hours
6448,Relationship Issue,family conflict,"Unit 2555 Box 4928, DPO AE 51291",03-02-2022 21:25,breakup,very low,within 6 hours
6449,Relationship Issue,family conflict,"05347 Davis Land Apt. 690, West Steven, MH 59586",04-02-2021 21:22,relationship issue,high,within 1 hour
6450,Relationship Issue,family conflict,"30244 Day Cliff, North Angelamouth, MO 12620",14-03-2021 02:39,family conflict,low,within 6 hours
6451,Financial Problem,money issue,"541 Michelle Valley Suite 348, Port Jeffery, AR 13963",04-08-2022 14:22,financial problem,high,within 1 hour
6452,Financial Problem,bankruptcy,"59667 Sherry Ford, Carolmouth, DC 50363",10-09-2022 19:53,bankruptcy,very high,within 3 hours
6453,Relationship Issue,relationship issue,"061 Wilson Summit Apt. 788, Deniseside, GU 66281",02-09-2020 21:50,family conflict,very low,within 4 hours
6454,Relationship Issue,family conflict,"03275 Schwartz Fields Suite 661, Michaelland, FM 65933",20-10-2021 05:59,breakup,very high,within 1 hour
6455,Mental Health Concern,anxiety,"679 Emily Rapid Apt. 183, South Amy, PA 85117",14-12-2020 23:37,stress,very low,within 6 hours
6456,Mental Health Concern,trauma,"01439 Daniel Hill, Woodsview, ME 60749",20-01-2023 07:35,trauma,low,within 3 hours
6457,Health Issue,injury,"6734 James Greens Suite 331, Coxshire, WY 15032",07-12-2022 11:40,injury,low,within 3 hours
6458,Mental Health Concern,depression,"42804 Burnett Ports Suite 758, Morganview, GU 31879",06-02-2022 16:34,trauma,high,within 5 hours
6459,Mental Health Concern,depression,"78477 Sheila Points, Hornmouth, TX 03047",02-02-2024 10:23,trauma,moderate,within 4 hours
6460,Mental Health Concern,mental health concern,"9597 Eaton Underpass, Santosstad, MD 07196",02-12-2023 21:04,trauma,high,within 3 hours
6461,Mental Health Concern,stress,"6446 Fernandez Bridge, Phyllisshire, OR 26997",09-07-2020 13:54,trauma,low,within 4 hours
6462,Mental Health Concern,anxiety,"850 Simmons Streets Suite 868, Vazquezburgh, PA 21617",11-04-2022 19:49,stress,moderate,within 2 hours
6463,Relationship Issue,loneliness,"5410 Ramos Dam, West Jason, CA 46553",03-02-2024 05:42,divorce,low,within 2 hours
6464,Substance Abuse,drug abuse,"03215 Briana Port, Sandraville, IN 29607",21-02-2020 08:36,dependency,very high,within 3 hours
6465,Relationship Issue,family conflict,"5097 Larson Expressway Suite 173, North Sabrina, AK 89488",10-07-2020 17:00,family conflict,low,within 1 hour
6466,Substance Abuse,substance abuse,"0344 Nelson Row, Stephenville, PA 20203",29-07-2021 08:24,dependency,high,within 6 hours
6467,Mental Health Concern,trauma,"4128 Hudson Parkway Suite 806, South Mitchellport, AS 15971",07-03-2023 09:15,anxiety,very high,within 6 hours
6468,Mental Health Concern,anxiety,"Unit 3266 Box 1181, DPO AP 66870",24-10-2020 10:25,depression,moderate,within 3 hours
6469,Substance Abuse,addiction,"0483 Buckley Plaza Apt. 578, South Jessica, AZ 96059",27-01-2020 07:34,drug abuse,high,within 4 hours
6470,Health Issue,sickness,"703 Blair Lake, North Michael, CO 40139",11-03-2020 16:39,illness,very high,within 3 hours
6471,Substance Abuse,dependency,"8350 Stokes Square Suite 406, Lake Amandamouth, ND 93185",03-03-2024 01:08,alcoholism,very low,within 6 hours
6472,Health Issue,sickness,"PSC 3325, Box 3754, APO AA 47763",20-11-2023 17:40,medical condition,high,within 3 hours
6473,Health Issue,sickness,"415 Schultz Via, South Andrew, AZ 99069",26-09-2020 16:37,health issue,low,within 6 hours
6474,Health Issue,sickness,"140 Johnson Forest Apt. 382, Lisachester, NV 32948",26-03-2024 09:53,medical condition,high,within 5 hours
6475,Relationship Issue,relationship issue,"1604 Mendoza Lake, Robertsontown, NH 06723",11-09-2023 15:21,family conflict,high,within 1 hour
6476,Relationship Issue,loneliness,"4888 Christina Prairie, Michaelland, ND 98631",25-02-2024 23:01,loneliness,low,within 6 hours
6477,Mental Health Concern,depression,"933 Gregory Lane Apt. 445, Lake Jaimeville, TN 12351",30-03-2021 16:28,depression,low,within 2 hours
6478,Relationship Issue,relationship issue,"324 Scott Turnpike Suite 751, Nguyenfurt, AK 29501",10-03-2020 19:23,loneliness,moderate,within 3 hours
6479,Mental Health Concern,anxiety,"628 Gonzalez Camp Suite 162, South Perryburgh, IL 28543",28-11-2023 00:25,mental health concern,high,within 2 hours
6480,Substance Abuse,addiction,"8717 Collins Unions, New James, VA 84814",07-07-2020 13:56,drug abuse,moderate,within 6 hours
6481,Substance Abuse,addiction,"826 Henderson River, Elizabethside, LA 77417",12-08-2021 22:17,alcoholism,low,within 1 hour
6482,Mental Health Concern,trauma,"3082 Baker Knoll, Bryantview, DC 49135",27-08-2022 06:48,mental health concern,low,within 3 hours
6483,Mental Health Concern,trauma,"73517 Anita Skyway, Sotomouth, OR 74070",15-08-2021 07:40,stress,very high,within 3 hours
6484,Relationship Issue,family conflict,"6736 Ruiz Island Apt. 683, Simmonsbury, SD 57799",26-02-2022 05:17,family conflict,low,within 1 hour
6485,Mental Health Concern,trauma,"461 Sara Canyon, North Shelleyview, MT 65626",28-11-2020 22:47,anxiety,very low,within 5 hours
6486,Financial Problem,poverty,"815 Kari Shoal, North Andreamouth, NV 63001",26-01-2023 15:47,financial problem,high,within 3 hours
6487,Substance Abuse,addiction,"96051 Terrell Trace Apt. 270, Port Christopher, MT 06403",06-11-2020 15:16,alcoholism,high,within 1 hour
6488,Mental Health Concern,mental health concern,"5785 Shawn Mountain Apt. 758, South Ebony, MI 51733",08-09-2020 14:54,anxiety,moderate,within 6 hours
6489,Financial Problem,debt,"49815 Richard Village, Jontown, SD 99774",25-01-2021 11:48,bankruptcy,low,within 2 hours
6490,Substance Abuse,dependency,"931 Mark Circles, Ravenborough, VA 15579",18-04-2021 08:48,substance abuse,low,within 6 hours
6491,Mental Health Concern,mental health concern,"4441 Michael Station Suite 647, East Mary, MH 55097",14-01-2022 14:04,trauma,low,within 4 hours
6492,Relationship Issue,divorce,"34224 Edgar Pike, New Ericabury, ND 30790",28-09-2022 04:06,divorce,very low,within 2 hours
6493,Health Issue,health issue,"94595 John Glen, Mclaughlintown, GU 98656",30-12-2021 16:27,health issue,very low,within 5 hours
6494,Financial Problem,bankruptcy,"530 Macdonald Way, Nicholsland, AS 20111",05-10-2020 17:20,debt,very low,within 1 hour
6495,Relationship Issue,relationship issue,"06487 Moody Crossing, West Melissatown, FL 97294",02-01-2021 11:40,loneliness,high,within 6 hours
6496,Mental Health Concern,depression,"84009 Hunt Mission, Port Rebecca, DC 01241",04-11-2022 08:19,mental health concern,very low,within 3 hours
6497,Substance Abuse,alcoholism,"859 Emily Turnpike, Johnsonfort, PW 13308",25-07-2023 15:31,substance abuse,moderate,within 3 hours
6498,Mental Health Concern,trauma,"81438 Sanchez Island Apt. 204, Hintonmouth, WV 05935",23-12-2021 17:23,mental health concern,high,within 4 hours
6499,Substance Abuse,addiction,"8035 Davis Dam, New Tylerberg, ND 62441",11-03-2023 02:34,substance abuse,moderate,within 4 hours
6500,Financial Problem,financial problem,"629 Dalton Mall Apt. 154, New Julie, ME 42538",09-12-2022 04:09,financial problem,high,within 1 hour
6501,Health Issue,medical condition,"PSC 5019, Box 9014, APO AP 04613",11-09-2021 16:12,injury,low,within 2 hours
6502,Health Issue,injury,"635 Tina Fields Suite 233, South Michael, NM 55264",19-07-2020 14:59,health issue,very low,within 4 hours
6503,Substance Abuse,dependency,"66693 Perkins Locks Suite 950, East Chelsea, MI 58321",08-07-2021 11:59,alcoholism,low,within 4 hours
6504,Relationship Issue,loneliness,"5613 Bailey Estate, Jennashire, FM 64181",28-02-2022 06:40,loneliness,very high,within 5 hours
6505,Financial Problem,poverty,"1510 Fox Club, North Williamport, PA 08095",03-02-2023 03:44,poverty,high,within 4 hours
6506,Health Issue,medical condition,"29254 Jamie Green, South Craigchester, OK 81164",05-07-2020 19:32,sickness,very high,within 5 hours
6507,Substance Abuse,drug abuse,"0677 Harris Island, Brianafort, LA 27411",14-01-2020 06:55,addiction,high,within 4 hours
6508,Financial Problem,bankruptcy,"532 Gregory Forge Apt. 064, Kevinside, PA 18144",31-12-2020 07:36,debt,moderate,within 5 hours
6509,Financial Problem,financial problem,"3308 Kelly Ways Suite 827, Williamfort, KS 11324",15-04-2023 17:50,debt,high,within 5 hours
6510,Health Issue,sickness,"552 William Ports Apt. 800, North Shannonhaven, KY 16300",25-06-2022 00:46,medical condition,very high,within 3 hours
6511,Financial Problem,bankruptcy,"31128 Carpenter Meadows, Murphyhaven, HI 69363",25-03-2020 21:48,bankruptcy,very high,within 1 hour
6512,Mental Health Concern,trauma,"95226 Walls Gateway Suite 054, South Michaelfort, GA 74436",24-05-2022 01:23,mental health concern,low,within 6 hours
6513,Health Issue,sickness,"050 Joshua Light Apt. 087, Morenostad, MO 96307",05-10-2021 22:32,sickness,high,within 6 hours
6514,Mental Health Concern,mental health concern,"USNV Taylor, FPO AP 39963",23-03-2021 02:34,trauma,very high,within 2 hours
6515,Financial Problem,poverty,"PSC 3279, Box 4355, APO AP 94877",18-04-2020 10:22,bankruptcy,low,within 2 hours
6516,Mental Health Concern,depression,"291 Paula Creek Apt. 242, Velasquezburgh, OK 01001",12-09-2022 07:00,anxiety,very high,within 5 hours
6517,Mental Health Concern,stress,"44745 Summer Lock, South Crystal, IA 32766",25-12-2021 19:40,anxiety,high,within 3 hours
6518,Financial Problem,poverty,"5229 Timothy Throughway Apt. 690, Lake Laurastad, AS 24878",04-02-2024 16:01,debt,very low,within 5 hours
6519,Health Issue,medical condition,"487 Heather Harbors Apt. 602, Port Curtis, NE 91999",31-03-2024 02:03,health issue,moderate,within 4 hours
6520,Relationship Issue,family conflict,"9010 James Underpass Apt. 871, Alexandraville, PA 50112",16-03-2020 04:07,breakup,high,within 1 hour
6521,Relationship Issue,divorce,"68746 Grace Drives, Zacharyview, OR 24320",06-09-2022 05:38,breakup,high,within 3 hours
6522,Mental Health Concern,anxiety,"61418 Jones Trail Suite 929, South Matthew, VA 66678",05-06-2023 00:30,stress,very high,within 2 hours
6523,Health Issue,sickness,"932 Roberta Cliff Suite 082, Nicolebury, ND 93294",28-03-2021 11:33,illness,very high,within 6 hours
6524,Financial Problem,financial problem,"Unit 5616 Box 4036, DPO AP 57190",22-12-2020 22:06,money issue,low,within 4 hours
6525,Relationship Issue,family conflict,"5299 Alexis Expressway, West Kimberlyton, HI 37047",04-02-2021 00:47,loneliness,moderate,within 1 hour
6526,Mental Health Concern,stress,"64894 Linda Pines, Port Katrinatown, MD 41687",14-10-2023 07:37,depression,low,within 3 hours
6527,Substance Abuse,dependency,"094 Anthony Bridge Apt. 686, Curryshire, MA 05044",17-10-2022 01:29,alcoholism,very low,within 2 hours
6528,Health Issue,health issue,"7230 May Island Apt. 708, Williamfurt, MI 65757",31-01-2024 16:40,injury,low,within 1 hour
6529,Financial Problem,poverty,"060 Welch Islands, Benjaminfurt, KY 97497",03-06-2023 10:01,money issue,very low,within 3 hours
6530,Financial Problem,debt,"984 Harris Island, Donnaville, FM 52052",06-12-2023 18:33,money issue,high,within 2 hours
6531,Health Issue,illness,"979 Jesus Hill Suite 982, Silvaton, VI 67342",04-04-2022 10:59,illness,moderate,within 5 hours
6532,Substance Abuse,drug abuse,"7846 Davis Groves Suite 182, Lake Robertstad, TX 28170",24-03-2021 19:21,substance abuse,very high,within 1 hour
6533,Relationship Issue,relationship issue,"37152 Angela Locks Suite 477, Woodardton, MO 93368",27-06-2020 21:34,relationship issue,very low,within 5 hours
6534,Mental Health Concern,stress,"0040 Taylor Ports Suite 567, Lake Andreafurt, VA 04447",08-09-2021 21:34,depression,moderate,within 3 hours
6535,Health Issue,sickness,"6859 Elizabeth Street, South Kenneth, NC 93502",02-05-2020 07:06,health issue,very low,within 2 hours
6536,Relationship Issue,family conflict,"093 Matthew Alley Suite 253, Katherineshire, VA 56168",06-10-2023 19:28,relationship issue,very high,within 2 hours
6537,Substance Abuse,substance abuse,"028 Matthew Rue Apt. 703, Port Mathew, AZ 84401",29-03-2022 09:04,alcoholism,low,within 4 hours
6538,Relationship Issue,divorce,"7184 Freeman Flats, Solomonchester, WI 60967",27-03-2020 02:55,loneliness,high,within 1 hour
6539,Relationship Issue,loneliness,"02673 Scott Wall Apt. 613, Boyerside, MT 87959",14-04-2023 18:07,family conflict,very high,within 1 hour
6540,Substance Abuse,substance abuse,"Unit 9981 Box 2045, DPO AA 96762",26-01-2024 23:08,substance abuse,moderate,within 2 hours
6541,Substance Abuse,dependency,"PSC 3263, Box 9796, APO AP 31478",22-11-2022 07:46,addiction,low,within 6 hours
6542,Health Issue,medical condition,"866 Mathew Plains Apt. 784, Barbaratown, MN 14239",03-08-2022 08:00,health issue,moderate,within 2 hours
6543,Substance Abuse,alcoholism,"32274 Catherine Prairie, Nguyenside, KY 78489",25-09-2021 22:45,alcoholism,very high,within 5 hours
6544,Mental Health Concern,anxiety,"026 Banks Ports Apt. 871, New Christine, SD 03859",05-07-2023 00:57,anxiety,high,within 2 hours
6545,Mental Health Concern,stress,"0086 Veronica Trail Apt. 511, Meltonberg, LA 97304",04-12-2022 23:18,anxiety,very low,within 3 hours
6546,Relationship Issue,family conflict,"663 Carl Run Suite 631, Jeffville, WV 17663",10-08-2021 09:17,relationship issue,low,within 4 hours
6547,Financial Problem,debt,"USCGC Wallace, FPO AP 91560",23-05-2023 05:46,financial problem,high,within 6 hours
6548,Health Issue,health issue,"95965 Sarah Extension, West Gary, FL 32736",30-04-2020 09:20,medical condition,very high,within 2 hours
6549,Health Issue,medical condition,"PSC 5430, Box 2902, APO AP 07432",04-02-2022 02:55,medical condition,very high,within 1 hour
6550,Health Issue,illness,"54614 Sara Fields, Jordanland, NH 35221",10-10-2022 07:15,illness,very high,within 1 hour
6551,Health Issue,health issue,"37558 Breanna Cliff, Lake Melaniestad, IN 18735",08-08-2023 15:40,health issue,very high,within 3 hours
6552,Financial Problem,money issue,"PSC 4107, Box 0005, APO AA 53139",07-10-2021 01:45,poverty,very low,within 6 hours
6553,Health Issue,medical condition,"4594 Walsh Trail, East Gregory, FM 46579",28-04-2022 10:50,sickness,very low,within 4 hours
6554,Mental Health Concern,mental health concern,"6433 Sexton Bridge, New Katherine, PW 21309",06-05-2022 20:15,anxiety,high,within 3 hours
6555,Financial Problem,debt,"80579 Davis Run, Amberhaven, OR 01710",01-07-2022 19:11,financial problem,high,within 4 hours
6556,Financial Problem,money issue,"00230 Susan Mills Suite 226, Port Jenna, PA 21817",17-05-2020 04:50,financial problem,low,within 2 hours
6557,Substance Abuse,addiction,"63228 Robertson Hills, Mitchellfort, AR 05229",04-04-2020 22:10,substance abuse,very low,within 5 hours
6558,Health Issue,medical condition,"0496 Clark Knolls, East Gregorybury, VA 78372",12-08-2022 11:23,injury,moderate,within 4 hours
